geometry,bench,bin,bus,highway,name_left,network,operator,public_transport,ref_left,shelter,source_left,old_name_left,old_name:es,lit,tactile_paving,check_date:shelter,name:ca_left,old_name:ca,wheelchair,check_date:bench,departures_board,kerb,kerb:approach_aid,passenger_information_display,covered,wikidata_left,wikipedia_left,network:wikidata,addr:city,addr:housenumber,addr:postcode,addr:street,lines,name:es_left,direction,network:wikipedia,local_ref,check_date,description,name:en,fixme,element_right,id_right,admin_level,boundary,source_right,Barrio,name:ca_right,name:es_right,type,wikidata_right,wikipedia_right,ref_right,alt_name,old_name_right,alt_name:ca
POINT (-0.385978 39.4615073),no,yes,yes,bus_stop,Giorgeta - Albacete,EMT,Empresa Municipal de Transportes de Valencia,platform,1690,no,www.emtvalencia.es,,,yes,yes,2023-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3902419 39.4674858),no,no,yes,bus_stop,Pérez Galdós - Heroi Romeu,EMT,Empresa Municipal de Transportes de Valencia,platform,1692,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3841576 39.4694613),,,yes,bus_stop,,,Metrobús,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3863352 39.4662617),no,,yes,bus_stop,Plaza Obispo Amigó / Bankia,MetroBus,Fernanbús,platform,,no,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3797366 39.4631605),,,yes,bus_stop,Bailén,EMT,Empresa Municipal de Transportes de Valencia,platform,983,yes,www.emtvalencia.es,Ramón i Cajal - Bailén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3803037 39.4609349),yes,yes,yes,bus_stop,,,,platform,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.380408 39.4608166),yes,yes,yes,bus_stop,Estación Joaquín Sorolla a Estación del Norte,,Adif,platform,,yes,,,,,no,,Estació Joaquín Sorolla a Estació del Nord,,,,,,,,,,,,,,,,,Estación Joaquín Sorolla a Estación del Norte,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3816188 39.460855),,,yes,bus_stop,Estació Joaquín Sorolla,EMT,Empresa Municipal de Transportes de Valencia,platform,2284,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3823476 39.4655216),yes,yes,yes,bus_stop,Plaça d'Espanya,EMT,Empresa Municipal de Transportes de Valencia,platform,2372,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3832126 39.4587185),,,yes,bus_stop,"Carrer de Sant Vicent Màrtir, 175 (Correos)",MetroBus,Autobusos Metropolitans de València,platform,,,,,,,,,"Carrer de Sant Vicent Màrtir, 175 (Correos)",,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3807954 39.4640264),,,yes,bus_stop,"Gran Via de Ramón y Cajal, 9",MetroBus,Autobusos Metropolitans de València,platform,,,,,,,,,"Gran Via de Ramón y Cajal, 9",,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3821086 39.462779),,,yes,bus_stop,"Carrer de Sant Vicent Màrtir, 139",MetroBus,Autobusos Metropolitans de València,platform,,,,,,,,,,,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727567.0,10,administrative,,Arrancapins,Arrancapins,,boundary,Q8204897,ca:Arrancapins,,,,
POINT (-0.3877646 39.4737633),yes,no,yes,bus_stop,Ferran el Catòlic - S. Ignacio de Loyola,EMT,Empresa Municipal de Transportes de Valencia,platform,1716,yes,www.emtvalencia.es,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3953298 39.474614),,,yes,bus_stop,Pérez Galdós - Dr. Zamenhof,EMT,Empresa Municipal de Transportes de Valencia,platform,443,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3917848 39.4696486),no,no,yes,bus_stop,Pérez Galdós - Calixt III,EMT,Empresa Municipal de Transportes de Valencia,platform,441,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3937899 39.4724403),no,no,yes,bus_stop,Pérez Galdós - Mestre Guerrero,EMT,Empresa Municipal de Transportes de Valencia,platform,442,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3900283 39.476915),yes,,yes,bus_stop,Túria,EMT,Empresa Municipal de Transportes de Valencia,platform,696,yes,www.emtvalencia.es,Ferran el Catòlic - Dr. Zamenhof,Fernando el Católico - Dr. Zamenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3894035 39.4748905),yes,no,yes,bus_stop,Quart - Ferran el Catòlic,EMT,Empresa Municipal de Transportes de Valencia,platform,698,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3888912 39.4753485),,,yes,bus_stop,Jardí Botànic,EMT,Empresa Municipal de Transportes de Valencia,platform,697,yes,www.emtvalencia.es,Ferran el Catòlic (impar) - Quart,Fernando el Católico (impar) - Quart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3869534 39.4726268),yes,,yes,bus_stop,Ferran el Catòlic - Gabriel Miró,EMT,Empresa Municipal de Transportes de Valencia,platform,701,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3942395 39.4743935),yes,yes,yes,bus_stop,Sant Josep de la Muntanya - Pérez Galdós,EMT,Empresa Municipal de Transportes de Valencia,platform,750,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3919372 39.4737929),,,yes,bus_stop,Centre de Salut Joan Llorens,EMT,Empresa Municipal de Transportes de Valencia,platform,748,,www.emtvalencia.es,Mestre Guerrero - Joan Llorens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3913457 39.4745645),yes,no,yes,bus_stop,Quart - Terol,EMT,Empresa Municipal de Transportes de Valencia,platform,749,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3935458 39.4760519),yes,no,yes,bus_stop,Petxina - Terol,EMT,Empresa Municipal de Transportes de Valencia,platform,1423,yes,www.emtvalencia.es,,,yes,yes,2024-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3907495 39.4771983),no,no,yes,bus_stop,Petxina - Ferran el Catòlic,EMT,Empresa Municipal de Transportes de Valencia,platform,1424,no,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3888482 39.4752814),no,yes,yes,bus_stop,Gran Vía Fernando el Católico / Calle Quart,MetroBus,Fernanbús,platform,,no,https://www.fernanbus.es/,,,yes,yes,,,,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3886024 39.469753),,,yes,bus_stop,Àngel Guimerà 48ss,MetroBus,Fernanbús,platform,,yes,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3886928 39.4697364),no,,yes,bus_stop,Àngel Guimerà 48ss,MetroBus,Fernanbús,platform,,no,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3887814 39.4697203),no,,yes,bus_stop,Àngel Guimerà 48ss,MetroBus,Fernanbús,platform,,no,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3889154 39.4696833),no,,yes,bus_stop,Àngel Guimerà 48,MetroBus,Fernanbús,platform,,no,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3948165 39.4738793),no,no,yes,bus_stop,Pérez Galdós - Sant Josep de la Muntanya,EMT,Empresa Municipal de Transportes de Valencia,platform,1865,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727568.0,10,administrative,,la Petxina,la Petxina,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3827834 39.4676245),,,yes,bus_stop,Ramón i Cajal (parell) - Jesús,EMT,Empresa Municipal de Transportes de Valencia,platform,692,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3810755 39.4652383),,,yes,bus_stop,Plaça d'Espanya,EMT,Empresa Municipal de Transportes de Valencia,platform,691,yes,www.emtvalencia.es,Espanya - Ermita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3812674 39.4660001),,,yes,bus_stop,Plaça Espanya,EMT,Empresa Municipal de Transportes de Valencia,platform,815,,www.emtvalencia.es,Espanya - Julio Antonio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3809646 39.4665284),yes,no,yes,bus_stop,Sant Vicent Màrtir - Espanya,EMT,Empresa Municipal de Transportes de Valencia,platform,816,yes,www.emtvalencia.es,,,,,2024-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3818808 39.4680565),,,yes,bus_stop,Jesús - Pare Jofré,EMT,Empresa Municipal de Transportes de Valencia,platform,814,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3777139 39.4672493),no,,yes,bus_stop,Estació del Nord - Bailén,EMT,Empresa Municipal de Transportes de Valencia,platform,2309,no,www.emtvalencia.es,,,,,,,,,2024-10-12,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3817481 39.4661477),,,yes,bus_stop,,,Metrobús,platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3819723 39.466456),,,yes,bus_stop,Plaça d'Espanya,EMT,Empresa Municipal de Transportes de Valencia,platform,1968,,www.emtvalencia.es,Ramón i Cajal - Plaça Espanya,Ramón y Cajal - Plaza España,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3782648 39.4652842),yes,yes,yes,bus_stop,Estación del Norte a Estación Joaquín Sorolla,,Adif,platform,,yes,,,,yes,no,,Estació del Nord a Estació Joaquín Sorolla,,,,,,,,,,,,,,,,,Estación del Norte a Estación Joaquín Sorolla,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3824022 39.4670467),no,,yes,bus_stop,Gran Vía Ramon y Cajal / Calle Cervantes,MetroBus,Fernanbús,platform,,no,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.378894 39.4645176),,,yes,bus_stop,Estació del Nord - Ermita,EMT,Empresa Municipal de Transportes de Valencia,platform,2359,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3828278 39.4676818),,,yes,bus_stop,"Gran Via de Ramón y Cajal, 28",MetroBus,Autobusos Metropolitans de València,platform,,,,,,,,,"Gran Via de Ramón y Cajal, 28",,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727569.0,10,administrative,,la Roqueta,la Roqueta,,boundary,Q9018918,ca:La Roqueta (barri de València),,,,
POINT (-0.3880114 39.4749432),yes,,yes,bus_stop,Jardí Botànic,EMT,Empresa Municipal de Transportes de Valencia,platform,695,yes,www.emtvalencia.es,Ferran el Catòlic (par) - Quart,Fernando el Católico (par) - Quart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.3861433 39.4723281),yes,,yes,bus_stop,Ferran el Catòlic - Juan de Mena,EMT,Empresa Municipal de Transportes de Valencia,platform,694,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.3846386 39.4702116),,,yes,bus_stop,Àngel Guimerà,EMT,Empresa Municipal de Transportes de Valencia,platform,693,yes,www.emtvalencia.es,Ferran el Catòlic (par) - Àngel Guimerà,Fernando el Católico (par) - Ángel Guimerá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.3848687 39.4756528),yes,yes,yes,bus_stop,Quart - Guillem de Castro,EMT,Empresa Municipal de Transportes de Valencia,platform,803,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.384396 39.4721222),,,yes,bus_stop,Espinosa - Ferran el Catòlic,EMT,Empresa Municipal de Transportes de Valencia,platform,1298,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.3845062 39.4703736),,,yes,bus_stop,Àngel Guimerà - Ferran el Catòlic,EMT,Empresa Municipal de Transportes de Valencia,platform,1278,no,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.3850692 39.4792479),,,yes,bus_stop,Petxina - Túria,EMT,Empresa Municipal de Transportes de Valencia,platform,1425,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.3845997 39.470133),,,yes,bus_stop,"Gran Via de Ferran el Catòlic, 10 - Estació de metro Àngel Guimerà",MetroBus,Autobusos Metropolitans de València,platform,,,,,,,,,"Gran Via de Ferran el Catòlic, 10 - Estació de metro Àngel Guimerà",,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.3896017 39.4771815),yes,yes,yes,bus_stop,Túria,EMT,Empresa Municipal de Transportes de Valencia,platform,1574,yes,www.emtvalencia.es,Ferran el Catòlic - Petxina,Fernando el Católico - Pechina,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.3887592 39.4759767),no,,yes,bus_stop,G.V. Fernando el Católico / Calle Quart,MetroBus,Fernanbus,platform,,no,https://www.fernanbus.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.3895722 39.477135),,,yes,bus_stop,"Gran Via de Ferran el Catòlic, 82",MetroBus,Autobusos Metropolitans de València,platform,,no,,,,,,,,,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14727570.0,10,administrative,,el Botànic,el Botànic,,boundary,Q11004084,ca:El Botànic,,,,
POINT (-0.4012748 39.4755763),yes,yes,yes,bus_stop,Manuel de Falla - Professor López Ibor,EMT,Empresa Municipal de Transportes de Valencia,platform,420,yes,www.emtvalencia.es,Manuel de Falla - Grup Parpalló,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.397402 39.486958),,,yes,bus_stop,Corts Valencianes - Esc. Prof. de Sant Josep,EMT,Empresa Municipal de Transportes de Valencia,platform,405,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4022725 39.4938548),yes,no,yes,bus_stop,Corts Valencianes - l'Alt Maestrat,EMT,Empresa Municipal de Transportes de Valencia,platform,403,yes,www.emtvalencia.es,,,yes,yes,,,,,,,raised,no,no,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4036487 39.4939191),yes,,yes,bus_stop,Camp de Túria (imparell) - Corts Valencianes,EMT,Empresa Municipal de Transportes de Valencia,platform,1321,yes,www.emtvalencia.es,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4000486 39.4907555),yes,no,yes,bus_stop,Beniferri,EMT,Empresa Municipal de Transportes de Valencia,platform,1566,yes,www.emtvalencia.es,Corts Valencianes (impar) - la Safor,Cortes Valencianas (impar) - la Safor,no,no,,Beniferri,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4067246 39.4925918),yes,,yes,bus_stop,Camp del Túria - Marina Baixa,EMT,Empresa Municipal de Transportes de Valencia,platform,1700,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4022402 39.4837271),,,yes,bus_stop,Mestre Rodrigo (Imparell) - General Avilés,EMT,Empresa Municipal de Transportes de Valencia,platform,1660,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4063979 39.4762163),yes,no,yes,bus_stop,Bioparc,EMT,Empresa Municipal de Transportes de Valencia,platform,1661,yes,www.emtvalencia.es,Pío Baroja - Parc de Capçalera,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4044281 39.4882816),yes,,yes,bus_stop,la Safor - Mestre Rodrigo,EMT,Empresa Municipal de Transportes de Valencia,platform,1658,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4045497 39.4869077),,,yes,bus_stop,Mestre Rodrigo (Imparell) - la Safor,EMT,Empresa Municipal de Transportes de Valencia,platform,1659,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4040963 39.4786579),,,yes,bus_stop,Vall de la Ballestera - Pío Baroja,EMT,Empresa Municipal de Transportes de Valencia,platform,1662,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4032593 39.4788304),,,yes,bus_stop,Hernández Lazaro - Vall de la Ballestera,EMT,Empresa Municipal de Transportes de Valencia,platform,1652,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4033899 39.4769068),,,yes,bus_stop,Hernández Lazaro - Centre Comercial,EMT,Empresa Municipal de Transportes de Valencia,platform,1651,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.4042573 39.4901608),yes,,yes,bus_stop,Nou Campanar - Hospital Arnau de Vilanova,EMT,Empresa Municipal de Transportes de Valencia,platform,1657,yes,www.emtvalencia.es,Marina Baixa - Hospital Arnau de Vilanova,Marina Baja - Hospital Arnau de Vilanova,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
POINT (-0.405754 39.4890803),yes,,yes,bus_stop,Mestre Rodrigo - la Plana Baixa,EMT,Empresa Municipal de Transportes de Valencia,platform,1655,yes,www.emtvalencia.es,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14727656.0,10,administrative,,Sant Pau,Sant Pau,,boundary,Q9073969,ca:Sant Pau (barri de València),,,,
